,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,Coordinates,latitude,longtitude
0,flat,signature global park 4,sector 36,0.82,7586.0,3.0,2.0,2,2.0,New Property,850.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"28.4160° N, 76.9914° E",28.416,76.9914
1,flat,avl 36 gurgaon,sector 36,0.75,7500.0,2.0,2.0,2,5.0,Relatively New,856.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"28.4160° N, 76.9914° E",28.416,76.9914
2,flat,signature the serenas,sector 36,0.28,5736.0,1.0,1.0,2,1.0,Relatively New,542.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.4160° N, 76.9914° E",28.416,76.9914
3,flat,signature global park 4,sector 36,1.0,9901.0,3.0,2.0,3,2.0,New Property,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,"28.4160° N, 76.9914° E",28.416,76.9914
4,flat,krisumi waterfall residences,sector 36,4.1,15501.0,3.0,4.0,3,30.0,New Property,2820.0,1.0,0.0,0.0,0.0,0.0,2.0,49.0,"28.4160° N, 76.9914° E",28.416,76.9914
5,flat,signature global park 4,sector 36,0.72,6660.0,3.0,2.0,3,3.0,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
6,house,independent,sector 36,0.66,7166.0,2.0,2.0,3,4.0,New Property,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
7,flat,avl 36 gurgaon,sector 36,0.45,9000.0,1.0,1.0,1,9.0,Relatively New,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
8,house,independent,sector 36,0.75,6938.0,3.0,1.0,0,1.0,New Property,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
9,flat,avl 36 gurgaon,sector 36,0.36,9000.0,1.0,1.0,1,7.0,Relatively New,407.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.4160° N, 76.9914° E",28.416,76.9914
10,flat,signature global park 4,sector 36,0.85,11333.0,3.0,2.0,3,1.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,"28.4160° N, 76.9914° E",28.416,76.9914
11,flat,signature global infinity mall,sector 36,0.41,6269.0,2.0,2.0,3,3.0,New Property,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
12,flat,avl 36 gurgaon,sector 36,0.5,8333.0,1.0,1.0,1,5.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
13,flat,avl 36 gurgaon,sector 36,0.37,10541.0,1.0,1.0,1,3.0,Relatively New,319.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,"28.4160° N, 76.9914° E",28.416,76.9914
14,flat,avl 36 gurgaon,sector 36,0.4,10204.0,1.0,1.0,1,4.0,Relatively New,436.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,"28.4160° N, 76.9914° E",28.416,76.9914
15,flat,the serenas,sector 36,0.42,7910.0,2.0,2.0,1,3.0,New Property,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
16,flat,signature global park 4,sector 36,0.72,6429.0,3.0,2.0,3,2.0,Under Construction,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
17,flat,breez global heights,sector 36,0.24,5825.0,1.0,1.0,1,8.0,New Property,458.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,"28.4160° N, 76.9914° E",28.416,76.9914
18,flat,krisumi waterfall residences,sector 36,2.2,14875.0,2.0,2.0,2,23.0,New Property,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4160° N, 76.9914° E",28.416,76.9914
19,flat,avl 36 gurgaon,sector 36,0.65,8953.0,2.0,2.0,2,7.0,Relatively New,657.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,"28.4160° N, 76.9914° E",28.416,76.9914
20,flat,signature global park 4,sector 36,0.82,7586.0,3.0,2.0,3,2.0,New Property,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4160° N, 76.9914° E",28.416,76.9914
21,flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,23.0,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"28.4160° N, 76.9914° E",28.416,76.9914
22,flat,krisumi waterfall residences,sector 36,3.65,14381.0,3.0,3.0,2,17.0,New Property,2297.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"28.4160° N, 76.9914° E",28.416,76.9914
23,flat,smart world gems,sector 89,0.95,8597.0,2.0,2.0,2,4.0,New Property,1226.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
24,house,greenopolis,sector 89,0.7,5397.0,2.0,2.0,2,14.0,Under Construction,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
25,flat,smart world gems,sector 89,1.71,12000.0,3.0,2.0,0,3.0,Under Construction,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
26,flat,adani aangan galleria,sector 89,0.25,5000.0,1.0,1.0,1,6.0,New Property,430.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,"28.4253° N, 76.9439° E",28.4253,76.9439
27,flat,m3m soulitude,sector 89,1.3,8701.0,3.0,3.0,2,1.0,New Property,1179.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
28,flat,smart world gems,sector 89,0.9,8160.0,2.0,2.0,2,3.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0,"28.4253° N, 76.9439° E",28.4253,76.9439
29,flat,smart world gems,sector 89,1.0,9009.0,2.0,2.0,3,3.0,New Property,1233.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0,"28.4253° N, 76.9439° E",28.4253,76.9439
30,flat,smart world gems,sector 89,0.9,8160.0,2.0,2.0,2,2.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
31,flat,greenopolis,sector 89,0.65,5196.0,2.0,2.0,2,15.0,Under Construction,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.4253° N, 76.9439° E",28.4253,76.9439
32,flat,smart world gems,sector 89,1.1,9973.0,3.0,1.0,0,0.0,Under Construction,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
33,flat,smart world gems,sector 89,0.86,7797.0,2.0,3.0,3,4.0,Under Construction,998.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
34,flat,greenopolis,sector 89,0.8,6168.0,2.0,2.0,2,6.0,Under Construction,1441.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
35,flat,smart world gems,sector 89,0.86,7797.0,2.0,3.0,2,4.0,New Property,1226.0,1.0,1.0,0.0,1.0,0.0,1.0,72.0,"28.4253° N, 76.9439° E",28.4253,76.9439
36,flat,tulip petals,sector 89,1.1,7097.0,3.0,2.0,3,4.0,Under Construction,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
37,flat,smart world gems,sector 89,1.0,9033.0,2.0,2.0,2,1.0,Under Construction,1230.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
38,flat,greenopolis,sector 89,0.8,4819.0,2.0,3.0,3,8.0,Under Construction,1502.0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,"28.4253° N, 76.9439° E",28.4253,76.9439
39,flat,adani aangan galleria,sector 89,0.42,4941.0,2.0,2.0,2,3.0,Relatively New,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
40,flat,smart world gems,sector 89,1.25,8784.0,3.0,3.0,3,2.0,Under Construction,1288.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,"28.4253° N, 76.9439° E",28.4253,76.9439
41,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,3.0,New Property,1423.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,"28.4253° N, 76.9439° E",28.4253,76.9439
42,flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3.0,3,1.0,Under Construction,867.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
43,flat,m3m soulitude,sector 89,1.0,9066.0,2.0,2.0,2,2.0,New Property,1226.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
44,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,Under Construction,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
45,flat,smart world gems,sector 89,0.88,7978.0,2.0,2.0,0,2.0,Under Construction,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
46,flat,nbcc heights,sector 89,1.5,7059.0,3.0,3.0,3,8.0,Relatively New,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,"28.4253° N, 76.9439° E",28.4253,76.9439
47,flat,smart world gems,sector 89,1.16,8152.0,3.0,3.0,2,3.0,Under Construction,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,"28.4253° N, 76.9439° E",28.4253,76.9439
48,flat,smart world gems,sector 89,0.95,8903.0,2.0,2.0,2,1.0,Under Construction,804.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,"28.4253° N, 76.9439° E",28.4253,76.9439
49,flat,ace palm floors,sector 89,0.97,7861.0,2.0,2.0,2,1.0,New Property,1371.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,"28.4253° N, 76.9439° E",28.4253,76.9439
50,flat,smart world gems,sector 89,0.88,7964.0,2.0,2.0,3,2.0,New Property,1228.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
51,flat,ats marigold,sector 89,1.5,8499.0,3.0,3.0,3,5.0,Under Construction,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"28.4253° N, 76.9439° E",28.4253,76.9439
52,flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,0,4.0,Under Construction,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"28.4253° N, 76.9439° E",28.4253,76.9439
53,flat,smart world gems,sector 89,1.05,9519.0,2.0,2.0,2,4.0,Under Construction,1103.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
54,flat,smart world gems,sector 89,0.85,7706.0,2.0,2.0,2,2.0,Under Construction,1226.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
55,flat,smart world gems,sector 89,1.01,9157.0,2.0,2.0,2,4.0,Under Construction,1226.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.4253° N, 76.9439° E",28.4253,76.9439
56,flat,greenopolis,sector 89,0.9,4700.0,3.0,3.0,0,14.0,Under Construction,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4253° N, 76.9439° E",28.4253,76.9439
57,flat,tulip petals,sector 89,1.55,10000.0,3.0,2.0,3,6.0,Moderately Old,1403.0,0.0,0.0,1.0,0.0,0.0,1.0,111.0,"28.4253° N, 76.9439° E",28.4253,76.9439
58,flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,3,3.0,New Property,1288.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,"28.4253° N, 76.9439° E",28.4253,76.9439
59,flat,smart world gems,sector 89,1.13,8503.0,3.0,3.0,2,4.0,Under Construction,1473.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,"28.4253° N, 76.9439° E",28.4253,76.9439
60,flat,vatika seven elements,sector 89,1.6,8163.0,3.0,3.0,3,5.0,New Property,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"28.4253° N, 76.9439° E",28.4253,76.9439
61,house,smart world gems,sector 89,1.25,8784.0,3.0,3.0,2,1.0,Under Construction,1423.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
62,flat,smart world gems,sector 89,1.3,9136.0,3.0,3.0,2,2.0,New Property,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
63,flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,2,3.0,New Property,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
64,flat,nbcc heights,sector 89,0.75,6579.0,2.0,2.0,2,6.0,Moderately Old,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
65,flat,adani aangan arcade,sector 89,0.5,7764.0,2.0,2.0,1,4.0,Relatively New,672.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,"28.4253° N, 76.9439° E",28.4253,76.9439
66,flat,m3m soulitude,sector 89,1.33,16986.0,3.0,3.0,3,4.0,Under Construction,1423.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,"28.4253° N, 76.9439° E",28.4253,76.9439
67,flat,smart world gems,sector 89,1.1,9973.0,2.0,2.0,2,3.0,New Property,1226.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,"28.4253° N, 76.9439° E",28.4253,76.9439
68,flat,ats marigold,sector 89,1.85,8605.0,3.0,3.0,3+,12.0,New Property,1946.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,"28.4253° N, 76.9439° E",28.4253,76.9439
69,flat,ats marigold,sector 89,1.5,8571.0,3.0,3.0,3,2.0,New Property,1944.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
70,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
71,flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4253° N, 76.9439° E",28.4253,76.9439
72,flat,smart world gems,sector 89,1.16,10498.0,3.0,2.0,3,1.0,New Property,998.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
73,flat,m3m soulitude,sector 89,1.28,8828.0,3.0,3.0,2,4.0,Under Construction,1611.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,"28.4253° N, 76.9439° E",28.4253,76.9439
74,flat,greenopolis,sector 89,1.3,6806.0,3.0,3.0,3+,1.0,New Property,2122.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,"28.4253° N, 76.9439° E",28.4253,76.9439
75,flat,ats marigold,sector 89,1.7,9714.0,3.0,3.0,3+,8.0,Under Construction,1944.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,"28.4253° N, 76.9439° E",28.4253,76.9439
76,flat,smart world gems,sector 89,0.97,8794.0,2.0,2.0,3+,2.0,New Property,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
77,flat,smart world gems,sector 89,1.2,12526.0,3.0,3.0,3,3.0,Under Construction,1064.0,0.0,0.0,1.0,1.0,0.0,0.0,131.0,"28.4253° N, 76.9439° E",28.4253,76.9439
78,flat,smart world gems,sector 89,0.9,8145.0,2.0,2.0,2,1.0,Under Construction,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
79,flat,m3m soulitude,sector 89,1.14,8000.0,3.0,3.0,2,2.0,Under Construction,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,"28.4253° N, 76.9439° E",28.4253,76.9439
80,flat,pyramid elite,sector 86,0.46,6751.0,2.0,2.0,1,0.0,Under Construction,681.41,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.3986° N, 76.9384° E",28.3986,76.9384
81,flat,dlf the skycourt,sector 86,1.54,9222.0,3.0,3.0,3+,15.0,Relatively New,1780.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.3986° N, 76.9384° E",28.3986,76.9384
82,flat,dlf the skycourt,sector 86,1.5,7895.0,3.0,3.0,1,16.0,Relatively New,1719.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
83,flat,dlf the skycourt,sector 86,1.5,7776.0,3.0,3.0,1,15.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,"28.3986° N, 76.9384° E",28.3986,76.9384
84,flat,pyramid urban homes 2,sector 86,0.42,8485.0,2.0,2.0,1,2.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,84.0,"28.3986° N, 76.9384° E",28.3986,76.9384
85,flat,microtek greenburg,sector 86,1.65,8707.0,3.0,4.0,3,8.0,Relatively New,1715.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,"28.3986° N, 76.9384° E",28.3986,76.9384
86,flat,dlf the skycourt,sector 86,1.59,8243.0,3.0,3.0,3,17.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,165.0,"28.3986° N, 76.9384° E",28.3986,76.9384
87,flat,pyramid urban homes 2,sector 86,0.6,8000.0,3.0,2.0,2,2.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"28.3986° N, 76.9384° E",28.3986,76.9384
88,flat,ansal heights 86,sector 86,0.9,5325.0,3.0,3.0,2,10.0,New Property,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,"28.3986° N, 76.9384° E",28.3986,76.9384
89,flat,microtek greenburg,sector 86,1.3,8754.0,2.0,2.0,3,10.0,Relatively New,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.3986° N, 76.9384° E",28.3986,76.9384
90,flat,dlf the skycourt,sector 86,1.56,8087.0,3.0,4.0,3+,17.0,Relatively New,1580.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.3986° N, 76.9384° E",28.3986,76.9384
91,flat,ansal heights 86,sector 86,0.95,5621.0,3.0,2.0,1,6.0,New Property,1878.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.3986° N, 76.9384° E",28.3986,76.9384
92,flat,ansal heights 86,sector 86,0.82,6029.0,2.0,2.0,1,12.0,New Property,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
93,flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,11.0,New Property,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
94,flat,ansal heights 86,sector 86,1.05,5541.0,3.0,3.0,3,9.0,Under Construction,1715.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"28.3986° N, 76.9384° E",28.3986,76.9384
95,flat,dlf the skycourt,sector 86,1.58,8191.0,3.0,3.0,1,16.0,Relatively New,1750.0,0.0,0.0,0.0,1.0,0.0,1.0,152.0,"28.3986° N, 76.9384° E",28.3986,76.9384
96,flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,3+,9.0,Relatively New,1548.0,0.0,0.0,0.0,0.0,1.0,1.0,167.0,"28.3986° N, 76.9384° E",28.3986,76.9384
97,flat,pyramid urban homes 2,sector 86,0.5,9615.0,2.0,2.0,1,10.0,Relatively New,578.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.3986° N, 76.9384° E",28.3986,76.9384
98,flat,ansal heights 86,sector 86,1.3,4666.0,4.0,6.0,2,11.0,New Property,2521.0,0.0,1.0,0.0,0.0,1.0,0.0,86.0,"28.3986° N, 76.9384° E",28.3986,76.9384
99,flat,ansal heights 86,sector 86,0.87,5367.0,2.0,2.0,1,12.0,New Property,1231.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
100,flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,1,8.0,New Property,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.3986° N, 76.9384° E",28.3986,76.9384
101,flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2.0,3,8.0,Relatively New,1480.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
102,flat,pyramid urban homes 2,sector 86,0.44,7321.0,2.0,2.0,2,6.0,Relatively New,668.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,"28.3986° N, 76.9384° E",28.3986,76.9384
103,flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,2.0,New Property,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"28.3986° N, 76.9384° E",28.3986,76.9384
104,flat,dlf new town heights,sector 86,1.3,6736.0,3.0,3.0,3,15.0,Relatively New,1715.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
105,flat,dlf new town heights,sector 86,1.28,8205.0,3.0,4.0,3+,12.0,Moderately Old,1740.0,0.0,1.0,0.0,1.0,0.0,0.0,96.0,"28.3986° N, 76.9384° E",28.3986,76.9384
106,flat,microtek greenburg,sector 86,1.23,8311.0,2.0,2.0,3,13.0,Relatively New,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,"28.3986° N, 76.9384° E",28.3986,76.9384
107,flat,microtek greenburg,sector 86,1.93,8446.0,3.0,4.0,3,12.0,Relatively New,2068.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
108,flat,pyramid elite,sector 86,0.45,7745.0,2.0,2.0,1,4.0,Under Construction,646.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.3986° N, 76.9384° E",28.3986,76.9384
109,flat,dlf new town heights,sector 86,1.25,6477.0,3.0,4.0,3+,2.0,Relatively New,1747.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
110,house,dlf new town heights,sector 86,2.5,7827.0,4.0,5.0,3+,4.0,Moderately Old,3194.0,0.0,1.0,0.0,1.0,1.0,1.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
111,flat,pyramid urban homes 2,sector 86,0.5,9690.0,2.0,2.0,2,6.0,Old Property,573.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.3986° N, 76.9384° E",28.3986,76.9384
112,flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,2,8.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
113,flat,microtek greenburg,sector 86,1.25,8446.0,2.0,2.0,3,13.0,Moderately Old,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,"28.3986° N, 76.9384° E",28.3986,76.9384
114,flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,557.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
115,flat,dlf new town heights,sector 86,1.27,6580.0,3.0,4.0,3,19.0,Relatively New,1800.0,0.0,1.0,0.0,1.0,0.0,0.0,126.0,"28.3986° N, 76.9384° E",28.3986,76.9384
116,flat,microtek greenburg,sector 86,1.25,8446.0,3.0,4.0,3,0.0,Relatively New,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
117,flat,pyramid urban homes 2,sector 86,0.41,6902.0,2.0,2.0,1,3.0,Relatively New,668.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,"28.3986° N, 76.9384° E",28.3986,76.9384
118,flat,pyramid urban homes 2,sector 86,0.5,8319.0,2.0,2.0,1,2.0,Relatively New,668.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,"28.3986° N, 76.9384° E",28.3986,76.9384
119,house,dlf new town heights,sector 86,2.5,7058.0,4.0,4.0,3+,3.0,Moderately Old,3400.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0,"28.3986° N, 76.9384° E",28.3986,76.9384
120,flat,ansal heights 86,sector 86,0.64,4706.0,2.0,2.0,1,3.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,"28.3986° N, 76.9384° E",28.3986,76.9384
121,flat,dlf new town heights,sector 86,1.3,6736.0,3.0,3.0,3,12.0,Moderately Old,1747.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,"28.3986° N, 76.9384° E",28.3986,76.9384
122,house,dlf new town heights,sector 86,2.47,7719.0,4.0,4.0,3+,2.0,Moderately Old,2800.0,0.0,1.0,0.0,1.0,0.0,1.0,130.0,"28.3986° N, 76.9384° E",28.3986,76.9384
123,flat,dlf the skycourt,sector 86,1.55,8031.0,3.0,3.0,1,12.0,Relatively New,1900.0,0.0,0.0,0.0,1.0,0.0,1.0,153.0,"28.3986° N, 76.9384° E",28.3986,76.9384
124,flat,pyramid elite,sector 86,0.45,7840.0,2.0,2.0,1,12.0,Under Construction,637.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,"28.3986° N, 76.9384° E",28.3986,76.9384
125,flat,ansal height 86,sector 86,0.8,5882.0,2.0,2.0,0,1.0,Relatively New,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3986° N, 76.9384° E",28.3986,76.9384
126,flat,microtek greenburg,sector 86,1.3,15294.0,2.0,3.0,3,5.0,Relatively New,944.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,"28.3986° N, 76.9384° E",28.3986,76.9384
127,flat,dlf new town heights,sector 86,1.55,6579.0,4.0,4.0,3+,12.0,Moderately Old,2038.0,0.0,1.0,0.0,1.0,0.0,1.0,120.0,"28.3986° N, 76.9384° E",28.3986,76.9384
128,flat,dlf new town heights,sector 86,1.4,5942.0,4.0,4.0,3+,20.0,Relatively New,2132.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
129,flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,1,14.0,Relatively New,1746.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
130,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,557.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
131,flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,557.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.3986° N, 76.9384° E",28.3986,76.9384
